PRIMARY_KEY,WORKING_HOURS,EMPLOYER_CATEGORY,WAGES,JOB_DESCRIPTION,JOB_CATEGORY,CONTRACT_TYPE,JOB_DEP,Job_condition,activity_sector,Employee_count
81649,1732,"ct_9",26292,"624b","O","CDI","80","C","CL","tr_6"
81651,1828,"ct_9",21373,"521a","O","CDI","80","C","HZ","tr_6"
81652,1970,"ct_9",19938,"526e","O","CDI","80","C","QA","tr_3"
81653,1778,"ct_9",38411,"386d","O","CDI","80","C","DZ","tr_4"
81654,1820,"ct_9",25506,"333c","O","CDI","80","C","HZ","tr_3"
81659,2200,"ct_9",22143,"641a","O","CDI","80","C","HZ","tr_5"
81662,1642,"ct_9",29459,"654b","O","CDI","80","C","HZ","tr_6"
81665,2037,"ct_9",20038,"534a","O","CDI","59","C","NZ","tr_6"
81670,1820,"ct_1",26610,"479a","O","AUT","80","C","PZ","tr_6"
81678,492,"ct_2",8042,"563b","O","CDI","80","P","OZ","tr_6"
81680,1582,"ct_8",15348,"563b","O","CDI","80","P","QB","tr_3"
81681,2107,"ct_2",62352,"333f","O","CDI","62","C","OZ","tr_6"
81685,1680,"ct_6",16764,"632f","O","CDI","80","C","FZ","tr_1"
81705,1482,"ct_9",18412,"623g","O","CDI","80","C","CH","tr_1"
81706,192,NA,1058,"526a","O","CDI","80","P","QA",NA
81707,2028,"ct_9",17360,"684a","O","CDI","80","C","NZ","tr_2"
81708,1001,"ct_9",10192,"632a","O","CDI","80","C","FZ","tr_5"
81719,508,"ct_8",4898,"691e","O","CDD","80","C","SZ","tr_2"
81722,857,"ct_8",27931,"342b","O","CDI","75","C","PZ","tr_0"
81730,1824,"ct_5",31157,"478c","O","CDI","94","C","HZ","tr_6"
81733,1822,"ct_9",24677,"462a","O","CDI","80","C","GZ","tr_1"
81737,1277,"ct_9",21488,"472c","O","CDI","92","C","FZ","tr_5"
81748,846,"ct_7",9123,"563b","O","CDI","80","N","QB","tr_1"
81749,1765,"ct_8",38501,"434a","O","CDI","80","C","QB","tr_4"
81757,1600,"ct_9",54999,"374d","O","CDI","80","C","GZ","tr_3"
81762,1819,"ct_3",23237,"432d","O","CDI","80","C","QA","tr_6"
81767,1233,"ct_8",10307,"563b","O","CDI","80","P","QB","tr_3"
81769,1304,"ct_9",18563,"653a","O","CDI","60","C","GZ","tr_6"
81772,1042,"ct_9",14826,"561d","O","CDI","80","C","IZ","tr_1"
81775,2020,"ct_8",23521,"467d","O","CDI","80","C","OZ","tr_3"
81779,1138,"ct_8",8709,"526d","O","CDI","80","C","QB","tr_5"
81781,845,"ct_9",16424,"676c","O","CDI","76","C","CG","tr_6"
81784,1709,"ct_8",8483,"676e","O","CDI","80","C","QB","tr_4"
81785,1820,"ct_9",34195,"372c","O","CDI","80","C","NZ","tr_6"
81787,1820,"ct_9",42021,"374a","O","CDI","59","C","MA","tr_1"
81791,1722,"ct_9",22665,"634d","O","CDI","80","C","FZ","tr_3"
81819,1835,"ct_9",21793,"628a","X","AUT","80","C","CA","tr_5"
81823,1820,"ct_8",24546,"341a","O","CDI","80","C","PZ","tr_3"
81830,3000,"ct_3",50469,"344c","O","AUT","80","C","QA","tr_6"
81831,1813,"ct_9",26892,"534a","O","CDI","80","C","HZ","tr_3"
81844,1172,"ct_9",11789,"561d","O","CDI","80","P","IZ","tr_4"
81846,1984,"ct_9",26384,"543b","O","CDI","80","C","MA","tr_3"
81855,901,"ct_9",16419,"674c","O","TOA","80","C","CA","tr_5"
81862,1812,"ct_8",17728,"563b","O","CDI","80","C","SZ","tr_4"
81881,1693,"ct_9",17225,"641b","O","CDI","62","C","HZ","tr_3"
81884,1848,"ct_4",16112,"632k","O","CDI","80","C","SZ","tr_4"
81885,1820,"ct_2",28715,"333f","O","CDI","80","C","OZ","tr_6"
81887,1276,"ct_9",34091,"462c","O","CDI","80","C","CA","tr_6"
81891,1824,"ct_2",17115,"621f","O","AUT","80","C","OZ","tr_5"
81894,759,"ct_9",11260,"684a","O","CDI","80","C","NZ","tr_5"
81898,1820,"ct_9",23853,"451a","O","CDI","80","C","HZ","tr_6"
81908,1729,"ct_9",19036,"526e","O","CDI","80","C","QA","tr_2"
81909,144,"ct_9",1682,"534a","O","CDI","54","N","HZ","tr_5"
81911,1813,"ct_9",16252,"671c","O","CDI","80","C","FZ","tr_6"
81914,658,"ct_8",8661,"526a","O","CDI","80","C","QB","tr_4"
81918,1822,"ct_9",15912,"542a","O","CDI","80","C","KZ","tr_1"
81924,1835,"ct_1",20861,"524b","O","AUT","80","C","MB","tr_3"
81925,928,"ct_6",8319,"526b","O","CDI","76","P","QA","tr_1"
81927,273,"ct_8",3802,"525d","O","CDD","80","C","QB","tr_3"
81930,1545,"ct_9",24086,"628c","O","CDI","80","C","CH","tr_5"
81946,816,"ct_9",9817,"526e","O","CDI","80","C","QA","tr_3"
81950,1820,"ct_1",21997,"421b","O","AUT","80","C","OZ","tr_1"
81952,1820,"ct_9",18470,"534a","O","CDI","60","C","NZ","tr_4"
81958,269,"ct_8",3194,"691e","A","APP","80","C","RZ","tr_1"
81964,898,"ct_9",10345,"545b","O","CDI","80","P","KZ","tr_6"
81965,1344,"ct_9",12453,"563b","O","CDI","76","P","QB","tr_3"
81966,1133,"ct_6",13785,"562b","O","CDI","80","P","SZ","tr_1"
81967,2317,"ct_2",22421,"563b","O","CDI","80","P","OZ","tr_6"
81980,232,NA,2950,"641a","O","CDI","60","C","AZ",NA
81983,1706,"ct_9",16499,"526e","O","CDI","80","C","QA","tr_2"
81988,1465,"ct_1",10696,"523b","O","CDI","80","C","PZ","tr_6"
81996,1870,"ct_9",21749,"543g","O","CDI","80","C","CB","tr_2"
81998,1820,"ct_9",32051,"373c","O","CDI","80","C","MA","tr_2"
81999,424,"ct_9",18316,"387d","O","CDI","44","P","NZ","tr_3"
82007,1804,"ct_9",32210,"676e","O","CDI","80","C","CC","tr_5"
82008,2038,"ct_9",27193,"634c","O","CDI","80","C","MA","tr_1"
82010,1655,"ct_8",36965,"431a","O","CDI","80","C","QB","tr_1"
82015,1703,"ct_9",22744,"628b","O","CDI","59","C","FZ","tr_5"
82018,1820,"ct_9",36179,"463b","O","CDI","80","C","KZ","tr_5"
82028,1889,"ct_9",23822,"475b","O","CDI","80","C","CA","tr_3"
82029,1694,"ct_9",39563,"385b","O","CDI","80","C","CA","tr_6"
82034,1806,"ct_9",24283,"473c","O","CDI","93","C","MA","tr_3"
82035,1473,"ct_6",19148,"377a","O","CDI","80","C","IZ","tr_1"
82042,1084,"ct_9",13838,"641b","O","CDI","80","C","HZ","tr_6"
82050,1820,"ct_9",36395,"477a","O","CDI","80","C","CD","tr_2"
82052,423,"ct_3",24902,"431f","O","CDI","06","P","QA","tr_5"
82054,1820,"ct_9",36683,"374d","O","CDI","34","C","CI","tr_6"
82055,2009,"ct_8",42912,"691e","O","CDI","80","C","RZ","tr_1"
82057,896,"ct_9",6893,"676a","O","CDI","80","C","GZ","tr_1"
82068,1820,"ct_9",68936,"385a","O","CDI","22","C","CG","tr_6"
82081,1302,"ct_8",12088,"525d","O","CDI","80","C","QB","tr_3"
82086,1085,"ct_8",13751,"563b","O","CDI","80","P","QB","tr_4"
82091,1598,"ct_9",39462,"654b","O","CDI","75","C","HZ","tr_6"
82093,2005,"ct_9",22860,"462b","O","CDI","80","C","GZ","tr_4"
82098,728,"ct_9",11667,"564b","O","CDI","80","C","SZ","tr_2"
82103,690,"ct_9",9947,"561b","O","CDI","80","C","IZ","tr_1"
82105,572,"ct_9",4332,"561e","O","CDI","80","P","IZ","tr_1"
82107,1742,"ct_9",20911,"674d","O","CDI","80","C","CG","tr_3"
82119,404,NA,5914,"563c","O","CDD","80","C","TZ",NA
82133,1802,"ct_9",17613,"637d","O","CDI","80","C","SZ","tr_1"
82139,1902,"ct_9",20676,"641a","O","CDI","80","C","HZ","tr_5"
82147,1171,"ct_9",48823,"467a","O","CDI","80","C","KZ","tr_1"
82151,1722,"ct_8",24951,"423b","O","CDI","80","C","QB","tr_3"
82157,1950,"ct_9",33061,"473b","O","CDI","02","C","CH","tr_4"
82179,174,NA,1209,"685a","A","APP","81","C","CG",NA
82180,1842,"ct_9",20220,"526a","O","CDI","81","C","QA","tr_6"
82186,1777,"ct_9",23553,"526a","O","CDI","31","C","QA","tr_6"
82196,1714,"ct_9",19648,"622d","O","CDI","81","C","CJ","tr_2"
82198,1823,"ct_3",23474,"526a","O","AUT","81","C","QA","tr_6"
82202,726,"ct_9",7533,"553c","O","CDI","81","C","FZ","tr_1"
82209,1659,"ct_9",21829,"541d","O","CDI","82","C","MA","tr_1"
82213,1322,"ct_8",13793,"563b","O","CDI","81","P","QB","tr_3"
82220,859,"ct_9",11844,"542a","O","TTP","81","C","NZ","tr_1"
82228,1517,"ct_5",19083,"464a","O","CDI","81","C","RZ","tr_1"
82232,1995,"ct_9",34744,"431f","O","CDI","81","C","QA","tr_6"
82237,1308,"ct_9",10476,"554a","O","CDI","81","P","CA","tr_1"
82238,1248,"ct_9",15467,"554a","O","CDI","81","P","GZ","tr_1"
82240,1820,"ct_9",55114,"387b","O","CDI","81","C","CF","tr_3"
82244,1820,"ct_8",34198,"467c","O","CDI","81","C","KZ","tr_5"
82254,1620,"ct_9",28764,"373b","O","CDI","75","P","MA","tr_3"
82256,1820,"ct_9",25855,"621d","O","CDI","31","C","FZ","tr_5"
82257,483,NA,3582,"561d","O","CDI","81","C","IZ",NA
82267,1830,"ct_8",20887,"525d","O","CDI","81","C","QB","tr_4"
82269,1758,"ct_9",19155,"632c","O","CDI","81","C","FZ","tr_1"
82283,1214,"ct_9",10694,"636d","O","CDI","81","C","IZ","tr_0"
82287,1569,"ct_9",14569,"543e","O","CDD","31","C","CM","tr_3"
82296,1593,"ct_9",46535,"372b","O","CDI","31","C","JC","tr_4"
82300,1674,"ct_9",17503,"433a","O","CDI","81","P","MC","tr_1"
82310,1066,"ct_9",9378,"691e","O","CDI","81","P","NZ","tr_1"
82311,713,NA,6039,"563a","O","AUT","31","C","TZ",NA
82312,1708,"ct_9",31285,"383a","O","CDI","31","C","MA","tr_5"
82319,1634,"ct_9",17231,"632f","O","CDI","81","C","FZ","tr_1"
82328,1820,"ct_9",40728,"382a","O","CDI","81","C","FZ","tr_3"
82331,1682,"ct_6",17200,"554a","O","CDI","81","P","GZ","tr_2"
82334,2004,"ct_9",31703,"478a","O","CDI","81","C","MA","tr_3"
82344,1980,"ct_8",46640,"471b","O","CDI","81","C","GZ","tr_1"
82349,461,"ct_9",45882,"461c","O","CDI","81","P","CF","tr_5"
82351,1882,"ct_9",19089,"521a","O","CDI","81","C","HZ","tr_3"
82352,335,"ct_9",3999,"681a","O","TTP","81","N","NZ","tr_0"
82372,1820,"ct_8",58814,"344d","O","CDI","81","C","QA","tr_6"
82376,1820,"ct_8",15241,"525d","O","CDI","81","C","QB","tr_4"
82392,1996,"ct_8",23188,"525d","O","CDI","81","C","QB","tr_2"
82400,1751,"ct_8",14182,"563b","O","CDI","81","C","QB","tr_5"
82402,364,"ct_3",4999,"432d","O","CDI","81","P","QA","tr_5"
82403,653,"ct_9",5656,"684a","O","CDI","81","P","NZ","tr_2"
82416,1785,"ct_8",50903,"342b","O","CDI","31","C","PZ","tr_5"
82423,1205,"ct_9",18831,"551a","O","CDI","81","C","GZ","tr_3"
82431,2005,"ct_9",22683,"626b","O","CDI","81","C","CG","tr_3"
82444,1596,"ct_9",21276,"632f","O","CDI","81","C","FZ","tr_3"
82455,1820,"ct_8",21065,"542a","O","CDI","81","C","SZ","tr_1"
82460,1691,"ct_9",38977,"382b","O","CDI","81","C","CI","tr_4"
82481,1456,"ct_1",20364,"461f","O","CDI","81","P","OZ","tr_3"
82490,1820,"ct_9",30493,"475a","O","CDI","81","C","GZ","tr_4"
82491,192,NA,1502,"524c","O","CDI","81","C","OZ",NA
82496,1820,"ct_1",21283,"422a","O","CDI","31","C","PZ","tr_4"
82498,1669,"ct_9",29107,"374b","O","CDI","81","C","JB","tr_4"
82512,1244,"ct_8",14909,"526a","O","CDI","81","P","QA","tr_3"
82520,1645,"ct_9",18008,"542a","O","CDI","81","C","MA","tr_1"
82526,2045,"ct_9",28416,"467a","O","CDI","31","C","KZ","tr_1"
82528,2020,"ct_9",20383,"621b","O","CDI","81","C","CG","tr_3"
82529,478,"ct_9",5295,"526a","O","CDI","31","P","QA","tr_6"
82531,1632,"ct_9",25290,"632d","O","CDI","81","P","FZ","tr_1"
82533,1752,"ct_9",15955,"632a","O","CDI","12","C","FZ","tr_1"
82547,1742,"ct_8",21469,"526a","O","CDI","81","C","QB","tr_3"
82552,1106,"ct_8",9714,"563a","O","CDI","81","P","QB","tr_1"
82570,1771,"ct_9",16038,"643a","O","CDI","81","C","CG","tr_1"
82577,195,NA,3107,"561c","O","CDI","81","C","IZ",NA
82580,316,"ct_9",3463,"682a","A","APP","81","C","GZ","tr_2"
82603,1820,"ct_2",23491,"621f","O","AUT","81","C","QB","tr_3"
82604,1741,"ct_9",21709,"676c","O","CDI","81","C","CA","tr_6"
82612,1804,"ct_3",18453,"632k","O","AUT","81","C","QA","tr_6"
82619,603,"ct_9",5533,"561f","O","CDD","81","P","IZ","tr_2"
82627,1691,"ct_9",20281,"542a","O","CDI","81","C","FZ","tr_0"
82637,710,"ct_9",9262,"554e","O","CDI","81","P","GZ","tr_1"
82641,547,"ct_8",5772,"526d","O","CDI","81","C","QB","tr_5"
82642,1644,"ct_9",20494,"624f","O","CDI","81","C","CH","tr_6"
82662,1090,"ct_8",12961,"525d","O","CDI","12","P","QB","tr_4"
82672,774,"ct_9",6067,"633a","O","CDI","31","P","FZ","tr_4"
82687,1820,"ct_1",16094,"422b","O","AUT","31","C","PZ","tr_4"
82694,1837,"ct_9",17062,"643a","O","CDI","81","C","HZ","tr_5"
82700,1820,"ct_8",16946,"434f","O","CDI","81","C","QB","tr_5"
82710,1820,"ct_8",34264,"341a","O","CDI","81","C","PZ","tr_3"
82715,619,"ct_9",8550,"643a","O","TTP","81","N","NZ","tr_0"
82735,1550,"ct_9",19055,"472c","O","CDI","31","C","FZ","tr_4"
82736,1669,"ct_9",17009,"653a","O","CDD","81","C","CE","tr_3"
82744,1806,"ct_9",25427,"488a","O","CDI","81","C","IZ","tr_3"
82745,1715,"ct_9",36625,"481b","O","CDI","81","C","FZ","tr_3"
82748,1791,"ct_9",28585,"551a","O","CDI","81","C","GZ","tr_5"
82755,1586,"ct_9",19656,"561f","O","CDI","31","C","IZ","tr_1"
82778,3000,"ct_9",33021,"534a","O","CDI","31","C","NZ","tr_0"
82809,727,NA,6203,"563c","O","CDI","82","C","TZ",NA
82812,1823,"ct_9",22233,"462a","O","CDI","82","C","GZ","tr_1"
82814,1856,"ct_9",23075,"487a","O","CDI","82","C","GZ","tr_3"
82828,1347,"ct_9",13552,"643a","O","CDI","82","C","GZ","tr_1"
82830,304,"ct_9",2797,"641a","O","CDI","47","C","HZ","tr_3"
82834,1850,"ct_9",16647,"552a","O","CDI","82","P","GZ","tr_6"
82835,1807,"ct_9",19626,"433d","O","CDI","82","C","GZ","tr_2"
82850,1820,"ct_9",33643,"388b","O","CDI","82","C","KZ","tr_6"
82873,949,"ct_9",13861,"561b","O","CDI","82","C","IZ","tr_2"
82879,157,NA,1235,"676a","O","CDI","82","C","SZ",NA
82891,1267,"ct_9",16956,"623g","O","CDI","82","C","CH","tr_1"
82892,229,NA,2188,"563c","O","AUT","82","C","TZ",NA
82897,2132,"ct_9",20919,"543g","O","CDI","82","C","GZ","tr_3"
82916,1820,"ct_8",48960,"422b","O","CDI","82","C","PZ","tr_5"
82922,1491,"ct_9",15647,"636a","O","CDI","82","C","IZ","tr_1"
82927,1554,"ct_9",39380,"461f","O","CDI","31","C","GZ","tr_5"
82933,1419,"ct_9",20467,"433d","O","CDI","82","P","GZ","tr_2"
82966,1820,"ct_9",65934,"373b","O","CDI","92","C","CG","tr_3"
82971,1859,"ct_9",27124,"462b","O","CDI","82","C","GZ","tr_5"
82975,1823,"ct_9",21001,"461d","O","CDI","82","C","GZ","tr_5"
82982,1092,"ct_9",9951,"461c","O","CDI","82","C","GZ","tr_1"
82984,1850,"ct_9",20550,"676d","O","CDI","33","C","HZ","tr_5"
82988,559,"ct_9",6172,"682a","O","TTP","82","N","NZ","tr_0"
82996,501,"ct_9",8331,"462e","O","CDI","32","C","GZ","tr_3"
83006,1128,"ct_8",12830,"525d","O","CDI","82","C","QA","tr_3"
83015,1228,"ct_9",14914,"641a","O","CDI","82","C","CG","tr_3"
83025,1820,"ct_4",24290,"461d","O","CDI","31","C","SZ","tr_3"
83028,1092,"ct_9",8774,"461c","O","CDI","82","C","GZ","tr_1"
83029,1822,"ct_9",22004,"634b","O","CDI","82","C","CM","tr_1"
83031,1820,"ct_9",22696,"543b","O","CDI","82","C","MA","tr_3"
83036,1849,"ct_3",22725,"523d","O","AUT","82","C","QB","tr_5"
83040,1746,"ct_9",28817,"466c","O","CDI","31","C","HZ","tr_4"
83045,1818,"ct_3",20349,"523d","O","AUT","31","C","QA","tr_6"
83047,2002,"ct_9",21798,"384a","O","CDI","82","C","MA","tr_3"
83048,1046,"ct_9",7482,"561d","O","CDI","82","P","IZ","tr_2"
83050,1820,"ct_9",22466,"487a","O","CDI","82","C","GZ","tr_1"
83054,1906,"ct_8",26817,"434d","O","CDI","82","C","QB","tr_4"
83073,1543,"ct_1",10576,"532a","O","AUT","36","P","OZ","tr_6"
83074,1911,"ct_9",25956,"461d","O","CDI","82","C","GZ","tr_3"
83079,1842,"ct_9",24381,"463c","O","CDI","50","C","GZ","tr_2"
83091,1264,"ct_9",13968,"543f","O","CDI","82","P","LZ","tr_1"
83095,588,"ct_7",6003,"563c","O","CDI","82","N","TZ","tr_1"
83098,1438,"ct_9",26965,"431f","O","CDI","82","C","QA","tr_5"
83102,1820,"ct_9",27038,"545a","O","CDI","31","C","KZ","tr_6"
83106,1811,"ct_9",31484,"474b","O","CDI","31","C","CL","tr_6"
83117,1771,"ct_8",21408,"525d","O","CDI","82","C","QB","tr_5"
83129,1930,"ct_9",19560,"551a","O","CDI","82","C","GZ","tr_6"
83130,2040,"ct_9",32245,"641a","O","CDI","86","C","HZ","tr_4"
83132,616,"ct_8",7744,"563b","O","CDI","82","P","QB","tr_3"
83133,134,NA,1052,"676a","O","CDI","82","C","NZ","tr_1"
83135,2197,"ct_8",20720,"684a","O","CDI","82","P","QB","tr_4"
83136,1871,"ct_8",22103,"461f","O","CDI","82","C","SZ","tr_1"
83151,1820,"ct_1",34507,"333e","O","CDI","82","C","OZ","tr_6"
83153,2063,"ct_9",19872,"551a","O","CDI","82","C","GZ","tr_1"
83154,1656,"ct_9",16101,"641a","O","TTP","82","N","NZ","tr_1"
83155,1508,"ct_6",14162,"542a","O","CDI","82","C","MA","tr_1"
83161,1848,"ct_5",28870,"461b","O","CDI","82","C","LZ","tr_4"
83163,304,"ct_9",5644,"373d","O","CDI","82","C","CJ","tr_1"
83174,1813,"ct_8",18223,"526d","O","CDI","83","C","QB","tr_3"
83182,242,"ct_9",2953,"561f","O","CDD","83","P","IZ","tr_1"
83184,917,"ct_9",6471,"676a","O","CDI","83","C","SZ","tr_1"
83192,497,"ct_9",6062,"463d","O","CDI","06","C","NZ","tr_1"
83193,167,"ct_8",2347,"526d","O","CDI","83","C","QB","tr_3"
83201,1916,"ct_8",21804,"526a","O","CDI","83","C","QA","tr_5"
83208,1789,"ct_8",17747,"545d","O","CDD","83","C","OZ","tr_6"
83209,1366,"ct_8",19168,"526d","O","CDI","83","C","QB","tr_4"
83212,583,"ct_9",5653,"561c","O","CDI","75","P","IZ","tr_1"
83213,844,"ct_9",9763,"643a","O","TTP","83","C","NZ","tr_2"
83223,1795,"ct_9",16405,"521a","O","CDI","83","C","HZ","tr_4"
83227,1820,"ct_9",34523,"463c","O","CDI","92","C","CA","tr_6"
83241,1771,"ct_9",24937,"461e","O","CDI","83","C","HZ","tr_6"
83252,1022,"ct_9",15838,"636d","O","TOA","83","C","IZ","tr_0"
83255,1664,"ct_8",23367,"526a","O","CDI","83","P","QA","tr_5"
83256,280,"ct_8",3202,"433a","O","CDI","06","C","QA","tr_2"
83258,1850,"ct_3",16762,"526a","O","AUT","83","C","QA","tr_6"
83268,1910,"ct_9",19465,"543h","O","CDI","83","C","GZ","tr_2"
83273,1741,"ct_9",18379,"542a","O","CDI","13","C","QA","tr_1"
83276,1555,"ct_9",25178,"387d","O","CDI","13","C","HZ","tr_3"
83281,1616,"ct_9",15972,"534a","O","CDI","83","C","NZ","tr_5"
83282,1846,"ct_6",31789,"344d","O","CDI","13","C","GZ","tr_1"
83287,1806,"ct_9",20763,"622c","O","CDI","83","C","CI","tr_4"
83292,1874,"ct_9",18695,"551a","O","CDI","83","C","GZ","tr_2"
83294,1822,"ct_9",25708,"467c","O","CDI","83","C","NZ","tr_6"
83300,2028,"ct_9",54355,"374d","O","CDI","06","C","GZ","tr_1"
83305,1820,"ct_2",18197,"524c","O","AUT","83","C","OZ","tr_6"
83312,1524,"ct_8",18145,"423b","O","CDI","84","C","PZ","tr_1"
83314,448,"ct_7",5030,"563c","O","CDI","83","N","TZ","tr_0"
83320,1767,"ct_3",26128,"431f","O","AUT","83","C","QA","tr_6"
83323,1769,"ct_9",18689,"525d","O","CDI","83","P","QB","tr_4"
83325,1820,"ct_8",37423,"341a","O","CDI","83","C","PZ","tr_3"
83331,1391,"ct_9",13471,"634c","O","CDI","83","C","GZ","tr_1"
83333,840,"ct_9",8506,"554a","O","TOA","83","C","IZ","tr_0"
83345,1580,"ct_9",34949,"344d","O","CDI","83","P","GZ","tr_2"
83347,1948,"ct_9",20712,"526a","O","CDI","83","C","QA","tr_6"
83366,147,NA,2542,"463e","O","CDI","35","N","GZ",NA
83371,127,NA,1281,"526a","O","CDI","83","P","QA",NA
83378,2011,"ct_9",19749,"526e","O","CDI","04","C","QA","tr_4"
83379,1944,"ct_9",17482,"534a","O","CDI","13","C","NZ","tr_5"
83385,636,"ct_7",8480,"563c","O","CDI","83","N","TZ","tr_1"
83390,855,"ct_9",4045,"543f","O","CDI","83","P","GZ","tr_1"
83403,1734,"ct_9",14430,"681a","X","AUT","83","C","FZ","tr_1"
83408,2027,"ct_9",18915,"553c","O","CDI","83","C","GZ","tr_5"
83418,1812,"ct_9",16013,"384b","O","CDI","83","C","MA","tr_1"
83420,1911,"ct_9",27904,"487b","O","CDI","83","C","GZ","tr_6"
83423,1291,"ct_9",10741,"563b","O","CDI","83","P","QB","tr_3"
83429,1774,"ct_9",20865,"477b","O","CDI","83","C","GZ","tr_3"
83432,1820,"ct_1",15886,"531a","O","AUT","83","C","OZ","tr_6"
83434,649,"ct_8",7488,"632k","O","CDD","83","C","IZ","tr_1"
83445,1519,"ct_9",17126,"462b","O","CDI","83","C","GZ","tr_1"
83447,1876,"ct_9",21147,"552a","O","CDI","83","P","GZ","tr_3"
83452,935,"ct_9",12629,"526c","O","CDI","83","P","QB","tr_2"
83456,712,"ct_9",9647,"526a","O","CDI","83","P","QB","tr_4"
83457,2028,"ct_1",33125,"373b","O","CDI","83","C","OZ","tr_4"
83463,1820,"ct_9",23126,"433d","O","CDI","83","C","GZ","tr_1"
83465,1635,"ct_9",25192,"625b","O","CDI","83","C","CF","tr_2"
83467,1845,"ct_9",20400,"526a","O","CDI","83","C","QB","tr_4"
83474,1056,"ct_8",8157,"563b","O","CDI","83","P","QB","tr_5"
83477,388,"ct_9",2058,"681a","O","CDI","83","C","FZ","tr_1"
83484,1973,"ct_9",38210,"344d","O","CDI","83","C","GZ","tr_0"
83493,1820,"ct_9",54915,"389c","O","CDI","13","C","HZ","tr_4"
83494,1806,"ct_8",24360,"526a","O","CDI","83","C","QB","tr_3"
83503,1966,"ct_9",20253,"478a","O","CDI","13","C","JC","tr_0"
83514,1820,"ct_9",20590,"521a","O","AUT","83","C","HZ","tr_4"
83515,1680,"ct_9",36592,"477b","O","CDI","83","C","FZ","tr_1"
83520,1820,"ct_9",52720,"371a","O","CDI","92","C","FZ","tr_6"
83535,1820,"ct_8",30603,"636d","O","CDI","83","C","QB","tr_3"
83539,1794,"ct_9",10839,"467c","O","CDI","83","C","NZ","tr_6"
83555,1904,"ct_9",19695,"636c","O","CDI","83","C","CA","tr_1"
83558,152,NA,1053,"561f","O","CDI","83","C","RZ",NA
83559,449,"ct_9",5329,"671c","O","CDI","83","C","FZ","tr_1"
83566,1821,"ct_9",26413,"431f","O","CDI","04","C","QA","tr_4"
83567,1820,"ct_9",21848,"451a","O","CDI","83","C","HZ","tr_4"
83570,1827,"ct_9",24716,"451a","O","CDI","83","C","HZ","tr_4"
83573,1819,"ct_9",27886,"628a","O","CDI","83","C","CH","tr_5"
83582,1208,"ct_9",13736,"682a","O","CDI","83","C","GZ","tr_3"
83602,1460,"ct_8",11231,"526c","O","CDI","83","C","QB","tr_2"
83603,1381,"ct_9",11322,"681b","O","CDI","83","C","FZ","tr_1"
83614,2200,"ct_9",46825,"478b","O","CDI","06","C","HZ","tr_6"
83654,754,"ct_6",8077,"562b","O","CDD","83","C","SZ","tr_1"
83656,913,"ct_1",12073,"543g","O","CDI","83","P","OZ","tr_4"
83660,560,"ct_6",5139,"542a","O","CDD","83","C","CM","tr_0"
83674,1820,"ct_1",29810,"461f","O","CDI","83","C","OZ","tr_4"
83675,889,"ct_9",51299,"387e","O","CDI","95","C","CM","tr_2"
83687,1596,"ct_9",18098,"526b","O","CDI","83","C","QA","tr_1"
83690,1820,"ct_9",20256,"451a","O","CDI","83","C","HZ","tr_4"
83703,1187,"ct_9",59146,"389b","O","CDI","91","C","HZ","tr_5"
83710,1771,"ct_9",35515,"481b","O","CDI","83","C","FZ","tr_2"
83717,1511,"ct_9",18022,"461b","O","CDI","83","C","GZ","tr_1"
83724,696,"ct_9",9782,"561d","O","TOA","83","N","IZ","tr_1"
83725,1821,"ct_9",46237,"333c","O","CDI","83","C","HZ","tr_4"
83731,1393,"ct_8",7608,"424a","O","CDD","67","P","RZ","tr_6"
83733,1810,"ct_9",31816,"376c","O","CDI","83","C","KZ","tr_2"
83735,1834,"ct_9",16007,"525d","O","CDI","83","C","QA","tr_4"
83752,1814,"ct_9",21440,"554f","O","CDI","83","C","GZ","tr_1"
83753,1618,"ct_9",22204,"463b","O","CDI","68","C","GZ","tr_2"
83757,1213,"ct_8",18096,"421b","O","CDI","83","P","PZ","tr_3"
83776,959,"ct_8",9771,"563b","O","CDI","83","P","QB","tr_6"
83784,225,"ct_8",1947,"685a","X","AUT","83","P","QB","tr_3"
83785,631,"ct_9",8840,"684a","O","CDD","83","C","NZ","tr_1"
83792,1820,"ct_9",32443,"333c","O","CDI","83","C","HZ","tr_6"
83798,953,"ct_9",51335,"388c","O","CDI","06","N","CL","tr_6"
83802,1729,"ct_8",19178,"525d","O","CDI","83","C","QB","tr_2"
83805,1643,"ct_9",16416,"534a","O","CDI","83","C","NZ","tr_2"
83808,1556,"ct_8",16661,"636d","O","CDI","83","C","IZ","tr_2"
83811,1531,"ct_9",20676,"553c","O","CDI","83","C","GZ","tr_1"
83835,1059,"ct_9",8924,"684a","O","CDI","83","C","NZ","tr_4"
83836,1517,"ct_1",10053,"333a","O","TOA","83","C","OZ","tr_5"
83854,1365,"ct_9",23216,"487a","O","CDI","83","C","GZ","tr_3"
83865,1216,"ct_9",11541,"563b","O","CDI","83","P","QB","tr_5"
83869,1154,"ct_9",18780,"554e","O","TOA","83","C","GZ","tr_0"
83877,369,"ct_9",4729,"488a","O","CDI","83","C","IZ","tr_3"
83881,1633,"ct_9",20708,"423b","O","CDI","83","C","PZ","tr_2"
83888,1792,"ct_8",21024,"526a","O","CDI","83","C","QA","tr_5"
83889,1365,"ct_9",29095,"433a","O","CDI","13","C","QA","tr_2"
